tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
2021,10,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0
2021,10,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,71245
2021,10,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14984
2021,10,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,29339
2021,10,Angkutan Umum Integrasi,1A,PIK - Balai Kota,67571
2021,10,Angkutan Umum Integrasi,12B,Pluit - Senen,8148
2021,10,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9781
2021,10,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,54197
2021,10,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34615
2021,10,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,22
2021,10,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,21
